"","key","time","date","site","transect","flight_time","depth","heading","temp","groundSpeed","lat","lon","DVLx","DVLy","altitude","seq","DVLlat","DVLlon","EucDIS","width","height","area"
"1","1_1",14:15:01,"9/13/2023",1,1,00:03:45,-5.15112,266,56.57,0,0,0,0.1,-0.1,0.86,4.26666666666667,47.630268,-122.3982391,NA,2.4113510664993,1.05401735560068,2.54160587453648
"2","1_1",14:15:02,"9/13/2023",1,1,00:03:46,-5.1816,266,56.57,0,0,0,0.1,-0.1,0.81,4.28333333333333,47.630268,-122.3982391,0,2.27115623705166,0.99273727678669,2.25466145792777
"3","1_1",14:15:03,"9/13/2023",1,1,00:03:47,-5.21208,266,56.55,0,0,0,0.1,-0.2,0.83,4.3,47.630268,-122.398239633187,0.0400577166871872,2.32723416883072,1.01724930831229,2.36737734852377
"4","1_1",14:15:04,"9/13/2023",1,1,00:03:48,-5.24256,267,56.55,0,0,0,0.1,-0.2,0.76,4.31666666666667,47.630268,-122.398239633187,0,2.13096140760403,0.931457197972697,1.9848993417148
"5","1_1",14:15:05,"9/13/2023",1,1,00:03:49,-5.24256,265,56.55,0,0,0,0.1,-0.2,0.78,4.33333333333333,47.630268,-122.398239633187,0,2.18703933938308,0.955969229498294,2.0907423121525
"6","1_1",14:15:06,"9/13/2023",1,1,00:03:50,-5.24256,266,56.55,0,0,0,0.1,-0.3,0.78,4.35,47.630268,-122.398240166374,0.0400577167963724,2.18703933938308,0.955969229498294,2.0907423121525
"7","1_1",14:15:07,"9/13/2023",1,1,00:03:51,-5.24256,267,56.53,0,0,0,0.2,-0.4,0.77,4.36666666666667,47.6302683593212,-122.398240699561,0.0565637998237803,2.15900037349356,0.943713213735495,2.03747718092574
"8","1_1",14:15:08,"9/13/2023",1,1,00:03:52,-5.24256,266,56.53,0,0,0,0.2,-0.5,0.78,4.38333333333333,47.6302683593212,-122.398241232748,0.0400577144753627,2.18703933938308,0.955969229498294,2.0907423121525
"9","1_1",14:15:09,"9/13/2023",1,1,00:03:53,-5.21208,265,56.53,0,0,0,0.2,-0.5,0.74,4.4,47.6302683593212,-122.398241232748,0,2.07488347582498,0.906945166447099,1.88180553934042
"10","1_1",14:15:10,"9/13/2023",1,1,00:03:54,-5.21208,265,56.53,0.1,0,0,0.2,-0.6,0.74,4.41666666666667,47.6302683593212,-122.398241765935,0.0400577184189112,2.07488347582498,0.906945166447099,1.88180553934042
"11","1_1",14:15:11,"9/13/2023",1,1,00:03:55,-5.21208,264,56.53,0.1,0,0,0.1,-0.8,0.81,4.43333333333333,47.630268,-122.398242832309,0.0895171774181879,2.27115623705166,0.99273727678669,2.25466145792777
"12","1_1",14:15:12,"9/13/2023",1,1,00:03:56,-5.21208,264,56.52,0.1,0,0,0,-1,0.81,4.45,47.6302676406788,-122.398243898683,0.0895171800127481,2.27115623705166,0.99273727678669,2.25466145792777
"13","1_1",14:15:13,"9/13/2023",1,1,00:03:57,-5.21208,264,56.53,0.1,0,0,0,-1.3,0.82,4.46666666666667,47.6302676406788,-122.398245498244,0.120173150927816,2.29919520294119,1.00499329254949,2.31067575721786
"14","1_1",14:15:14,"9/13/2023",1,1,00:03:58,-5.24256,264,56.52,0.1,0,0,-0.1,-1.6,0.8,4.48333333333333,47.6302672813575,-122.398247097806,0.126635020908128,2.24311727116214,0.980481261023891,2.19933445065352
"15","1_1",14:15:15,"9/13/2023",1,1,00:03:59,-5.21208,265,56.5,0.1,0,0,-0.2,-1.9,0.8,4.5,47.6302669220363,-122.398248697367,0.12663502331208,2.24311727116214,0.980481261023891,2.19933445065352
"16","1_1",14:15:16,"9/13/2023",1,1,00:04:00,-5.1816,264,56.52,0.1,0,0,-0.3,-2.1,0.82,4.51666666666667,47.630266562715,-122.398249763741,0.0895171799719007,2.29919520294119,1.00499329254949,2.31067575721786
"17","1_1",14:15:17,"9/13/2023",1,1,00:04:01,-5.1816,264,56.5,0.1,0,0,-0.3,-2.4,0.81,4.53333333333333,47.630266562715,-122.398251363302,0.120173153423837,2.27115623705166,0.99273727678669,2.25466145792777
"18","1_1",14:15:18,"9/13/2023",1,1,00:04:02,-5.1816,264,56.48,0.1,0,0,-0.3,-2.6,0.85,4.55,47.630266562715,-122.398252429676,0.0801154354778001,2.38331210060977,1.04176133983788,2.48284240718308
"19","1_1",14:15:19,"9/13/2023",1,1,00:04:03,-5.1816,264,56.48,0.1,0,0,-0.3,-2.8,0.85,4.56666666666667,47.630266562715,-122.39825349605,0.0801154336152111,2.38331210060977,1.04176133983788,2.48284240718308
